titre,date,contenu,url
Les entreprises de Drôme et d'Ardèche tiraillées entre un net rebond d’activité et des incertitudes,10 févr. 2022 à 18:00,"Quel est l’état de santé des entreprises de la région ? Quel est le moral des chefs d’entreprise ? L’enquête annuelle réalisée par la Banque de France en Auvergne Rhône-Alpes s’est déroulée entre décembre et janvier derniers auprès de 4 300 entreprises dont 400 en Drôme et 300 en Ardèche. Dans l’industrie, alors que les chefs d’entreprise prévoyaient pour 2021 une reprise de leur chiffre d’affaires de 5,5 %, celui-ci a atteint 11,5 %, après avoir chuté de 10,4 % en 2020. Même phénomène pour l’exportation : les chefs d’entreprise imaginaient une évolution de + 5,5 %, elle atteint une hausse de + 11,8 %, à la fin de l’année 2021. Dans le détail, les données chiffrées indiquent trois temps : « Après le gros coup... ...pour lire la suite, rejoignez notre communauté d'abonnés et accédez à l'intégralité de nos articles sur le site et l'application mobile à partir de 1 €  le 1er mois, sans engagement de durée",https://www.ledauphine.com/economie/2022/02/10/les-entreprises-de-drome-et-d-ardeche-tiraillees-entre-un-net-rebond-d-activite-et-des-incertitudes
"Avignon : le ""Pacte du pouvoir de vivre"" veut inventer la société idéale",10 févr. 2022 à 17:44,"« Le temps est venu de s’unir autour d’une ambition et d’un socle de valeurs communes. » Cette parole, qu’il espère prophétique, c’est Laurent Berger, le secrétaire général de la CFDT, qui l’a prononcée ce jeudi 10 février, dans un salon du Novotel d’Avignon, pour expliquer la genèse du Pacte du pouvoir de vivre (PPV). Né début 2019, celui-ci est désormais l’alliance d’une... ...pour lire la suite, rejoignez notre communauté d'abonnés et accédez à l'intégralité de nos articles sur le site et l'application mobile à partir de 1 €  le 1er mois, sans engagement de durée",https://www.ledauphine.com/economie/2022/02/10/le-pacte-du-pouvoir-de-vivre-veut-inventer-la-societe-ideale
L’association Aeria + défend un aéroport de Genève fort,10 févr. 2022 à 17:35,"Une conférence de presse dans les locaux de Genève Aéroport… Si le président Jean-Marc Probst se défend d’être « le bras armé » de la plateforme, l’ambition de l’association Aeria + ne laisse pas de place au doute : défendre les intérêts économiques de l’aéroport international pour les acteurs économiques de la... ...pour lire la suite, rejoignez notre communauté d'abonnés et accédez à l'intégralité de nos articles sur le site et l'application mobile à partir de 1 €  le 1er mois, sans engagement de durée",https://www.ledauphine.com/economie/2022/02/10/geneve-une-association-vole-au-secours-des-interets-de-l-aeroport
Bionnassay : des travaux et un planning maîtrisés,10 févr. 2022 à 17:27,"Quelques jours après la coulée de boue et de pierres qui a coupé en deux endroits la route communale... ...pour lire la suite, rejoignez notre communauté d'abonnés et accédez à l'intégralité de nos articles sur le site et l'application mobile à partir de 1 €  le 1er mois, sans engagement de durée",https://www.ledauphine.com/environnement/2022/02/10/bionnassay-des-travaux-et-un-planning-maitrises
Savoir accueillir les oiseaux au jardin avec la Société d’horticulture de Haute-Savoie,10 févr. 2022 à 17:17,"Ce mercredi 9 février, l’atelier menuiserie de l’Iseta a servi de support technique à une conférence de la Société d’horticulture de Haute-Savoie (SHHS). Sébastien... ...pour lire la suite, rejoignez notre communauté d'abonnés et accédez à l'intégralité de nos articles sur le site et l'application mobile à partir de 1 €  le 1er mois, sans engagement de durée",https://www.ledauphine.com/environnement/2022/02/10/savoir-accueillir-les-oiseaux-au-jardin-avec-la-societe-d-horticulture-de-haute-savoie
Carpentras : le permis de végétaliser est désormais ouvert,10 févr. 2022 à 17:13,"Vous souhaitez végétaliser votre mur ou installer des jardinières de fleurs ou arbres sur votre trottoir, sur un équipement urbain ? Selon certains critères, c’est dorénavant possible, en bénéficiant d’une assistance municipale. Pas la peine d’avoir un projet... ...pour lire la suite, rejoignez notre communauté d'abonnés et accédez à l'intégralité de nos articles sur le site et l'application mobile à partir de 1 €  le 1er mois, sans engagement de durée",https://www.ledauphine.com/environnement/2022/02/10/le-permis-de-vegetaliser-est-desormais-ouvert
Nouvelle tractopelle : les services techniques autonomes pour les aménagements de la commune,10 févr. 2022 à 17:05,"Nouvelle tractopelle à Sciez. Le maire est venu réceptionner la tractopelle aux côtés de l’adjoint aux matériels Hubert Démolis, des... ...pour lire la suite, rejoignez notre communauté d'abonnés et accédez à l'intégralité de nos articles sur le site et l'application mobile à partir de 1 €  le 1er mois, sans engagement de durée",https://www.ledauphine.com/environnement/2022/02/10/nouvelle-tractopelle-les-services-techniques-autonomes-pour-les-amenagements-de-la-commune
La présidente de la FDSEA de l’Ardèche : « C’est aux agriculteurs de proposer leur prix »,10 févr. 2022 à 17:05,"« Cette loi concerne la construction du prix d’un produit par rapport aux marges que nous avons. La loi Égalim 2 va plus loin que la loi Égalim pour que l’agriculteur redevienne au cœur de la contractualisation. Au départ, ce n’est plus une centrale d’achat ou une coopérative qui nous dicte les prix. C’est à nous, agriculteurs, de nous... ...pour lire la suite, rejoignez notre communauté d'abonnés et accédez à l'intégralité de nos articles sur le site et l'application mobile à partir de 1 €  le 1er mois, sans engagement de durée",https://www.ledauphine.com/economie/2022/02/10/la-presidente-de-la-fdsea-de-l-ardeche-c-est-aux-agriculteurs-de-proposer-leur-prix
Plan de mobilité : deux groupes de travail avec des Évianais volontaires,10 févr. 2022 à 17:04,"Dans le cadre de son projet global sur la mise en œuvre des objectifs de développement durable de l’ONU, la Ville a adopté un plan de mobilité douce décarboné qui repose sur le déploiement d’un plan piéton et d’un plan vélo.... ...pour lire la suite, rejoignez notre communauté d'abonnés et accédez à l'intégralité de nos articles sur le site et l'application mobile à partir de 1 €  le 1er mois, sans engagement de durée",https://www.ledauphine.com/environnement/2022/02/10/plan-de-mobilite-deux-groupes-de-travail-avec-des-evianais-volontaires
Alpes-de-Haute-Provence​ : un écobuage est en cours sur le sommet du Blayeul,10 févr. 2022 à 16:53,"Un écobuage est en cours sur le sommet du Blayeul, près de la route de Marcoux en direction de La Javie. Vous gardez la possibilité de retirer votre consentement à tout moment en consultant notre politique de protection des données . Gérer mes choix Le nuage de fumée, facilement visible depuis les environs, est très important. Les pompiers reçoivent de nombreux appels téléphoniques depuis plusieurs heures pour les alerter. Mis au courant, ils demandent à la population de ne pas saturer les lignes de secours.",https://www.ledauphine.com/environnement/2022/02/10/alpes-de-haute-provence-un-ecobuage-est-en-cours-sur-le-sommet-du-blayeul
Les petits élus vont remettre en route le compostage à l’école,10 févr. 2022 à 16:50,"Zoé Picard du Syclum (le nouveau nom du syndicat de collecte qui réunit 94 communes de l’Isère... ...pour lire la suite, rejoignez notre communauté d'abonnés et accédez à l'intégralité de nos articles sur le site et l'application mobile à partir de 1 €  le 1er mois, sans engagement de durée",https://www.ledauphine.com/environnement/2022/02/10/isere-vezeronce-curtin-les-petits-elus-vont-remettre-en-route-le-compostage-a-l-ecole
"La ferme de Soulier à Allex, une exploitation à taille humaine",10 févr. 2022 à 15:37,"Début décembre, ils ont proposé, en vente directe, des poulets et pintades dans leur boutique située à la ferme de Soulier (sur le plateau Soulier) et sur les marchés locaux. Thomas, Allexois de 30 ans, a fait des études en travaux publics et a un BTS (brevet de technicien supérieur) et une licence. Lalie, 28... ...pour lire la suite, rejoignez notre communauté d'abonnés et accédez à l'intégralité de nos articles sur le site et l'application mobile à partir de 1 €  le 1er mois, sans engagement de durée",https://www.ledauphine.com/economie/2022/02/10/la-ferme-de-soulier-une-exploitation-a-taille-humaine
Quand trottoir rime avec patinoire,10 févr. 2022 à 15:30,"Voilà des semaines, à Samoëns, que plusieurs habitants du bourg et de ses alentours se plaignent de la difficulté de se déplacer... ...pour lire la suite, rejoignez notre communauté d'abonnés et accédez à l'intégralité de nos articles sur le site et l'application mobile à partir de 1 €  le 1er mois, sans engagement de durée",https://www.ledauphine.com/environnement/2022/02/10/quand-trottoir-rime-avec-patinoire
Le Crédit Mutuel Alliance Fédérale dévoile un résultat net record en 2021,10 févr. 2022 à 15:10,"Le Crédit Mutuel Alliance Fédérale* a dévoilé ce jeudi des indicateurs « exceptionnels » pour l’année 2021 : forte hausse de son activité dans tous ses métiers (15,9 milliards d’euros, +12,8 % par rapport à 2020), efficacité opérationnelle... ...pour lire la suite, rejoignez notre communauté d'abonnés et accédez à l'intégralité de nos articles sur le site et l'application mobile à partir de 1 €  le 1er mois, sans engagement de durée",https://www.ledauphine.com/economie/2022/02/10/le-credit-mutuel-alliance-federale-devoile-un-resultat-net-record-en-2021
La fin des panneaux publicitaires dans le centre-ville d’Annonay ?,10 févr. 2022 à 14:57,"À force de passer à côté, beaucoup s’habituent à la présence de ces immenses publicités présentes à Annonay. « On ne fait pas attention, reconnaît Georges, Davézorien de 66 ans, en balade dans les rues d’Annonay. Je ne vois pas où ils sont, à part le kiosque à l’intersection de la rue Sadi-Carnot et de l’avenue de l’Europe. Il cache la vue complètement quand on est en voiture. » Sylvie, 59 ans, trouve de son... ...pour lire la suite, rejoignez notre communauté d'abonnés et accédez à l'intégralité de nos articles sur le site et l'application mobile à partir de 1 €  le 1er mois, sans engagement de durée",https://www.ledauphine.com/economie/2022/02/10/la-fin-des-panneaux-publicitaires-dans-le-centre-ville-d-annonay
Pourquoi certaines marques de café ont-elles disparu des rayons d'Intermarché ?,10 févr. 2022 à 13:32,"L'Or, Senseo, Jacques Vabre, Tassimo, Grand Mère, Maxwell... Si vous êtes amateur de café et que vous faites vos courses à Intermarché, vous avez certainement remarqué que ces marques ont depuis quelques jours déserté les rayons. En cause  : un différend commercial entre la grande surface et le distributeur Jacobs Douwe Egberts, qui détient de nombreuses marques de café. Que s'est-il passé ? Et y a-t-il un risque de pénurie de café dans les supermarchés français ? On vous résume l'affaire. Dans le cadre des négociations commerciales annuelles entre industriels et distributeurs qui se déroulent jusqu'au 1er mars, la firme néerlandaise Jacobs Douwe Egberts (JDE) - premier industriel mondial du café - et le groupe Intermarché sont entrés en conflit. Selon la grande surface, JDE aurait décidé « d'imposer une hausse des prix de 25% » sur ces marques. Intermarché aurait alors souhaité négocier ces tarifs, comme le groupe l'explique sur des affiches disposées dans ses magasins. Vous gardez la possibilité de retirer votre consentement à tout moment en consultant notre politique de protection des données . Gérer mes choix « En tant que distributeur nous devons défendre le pouvoir d’achat, car c’est une hausse injustifiée. JDE n’est pas le seul sur le marché du café. D’autres industriels viennent nous voir avec des hausses certes importantes mais deux fois moindres, de l’ordre de 12% », a fait valoir le président du groupe Intermarché Vincent Bronsard auprès de LSA . En réponse à cette demande de négociation des prix, JDE aurait coupé ses livraisons vers les supermarchés du groupe, comme l'expliquait mi-janvier Vincent Bronsard : Le 4 janvier en voulant passer commande, nous avons constaté que JDE refusait de nous livrer, et ce de manière unilatérale. D'où l'absence dans les rayons des dosettes Senseo et Tassimo, ou encore du café moulu Grand Mère et Jacques Vabre. Les amateurs des marques concernées par ces arrêts de livraisons devront-ils changer de café favori ? Non, et ce grâce à une décision du juge des référés du tribunal de commerce de Paris, saisi par le groupe Intermarché après la décision de JDE. Ainsi, le 4 février dernier, le juge a ordonné à la multinationale néerlandaise de livrer de nouveau les supermarchés Intermarché et Netto, enseigne qui appartient elle aussi au groupe Les Mousquetaires. Sans quoi JDE se verrait infliger une amende de 100.000 euros par jour jusqu'à reprise des livraisons. « Dès jeudi 10 février nous aurons du café des marques JDE en magasin », promet ainsi à LSA Vincent Bronsard. Dès ce jeudi, les rayons des magasins du groupe devraient donc être petit à petit réapprovisionnés avec les marques absentes. Les négociations entre le spécialiste du café et le groupe Intermarché se poursuivront jusqu'au 1er mars. Auprès de Capital, JDE a déclaré continuer « de privilégier le dialogue avec Intermarché et mettre tout en œuvre pour trouver un accord raisonnable dans les plus brefs délais ». Le responsable de ce micmac ? L'inflation , selon JDE, qui justifie l'augmentation de ses prix par « une hausse sans précédent du prix des matières premières agricoles, des emballages, du transport et de l’énergie ». Selon la multinationale du café, contactée par Le Parisien , Intermarché « a strictement refusé de négocier un nouveau contrat à compter du 1er janvier 2022 qui aurait notamment pris en compte la hausse exceptionnelle de plus de 80% du cours du café que nous subissons depuis maintenant plusieurs mois ». Par ailleurs, la loi Egalim 2 stipule qu'il n'est plus possible de négocier les prix des matières agricoles, et ce pour sanctuariser et protéger les revenus des agriculteurs. Si la hausse ne sera peut-être pas de 25% à Intermarché, les consommateurs vont tout de même faire face à une augmentation des prix du café dans les grandes surfaces dans les mois à venir. Le cours de l'arabica a déjà flambé de 75% en seulement un an, entre janvier 2021 et janvier 2022. Et cette tendance devrait se poursuivre. En cause, comme l'explique notamment JDE, une météo peu clémente au Brésil, premier producteur mondial d'arabica. Le pays a en effet connu l'année dernière de fortes périodes de gel, qui ont abouti à des récoltes moins généreuses en 2021. Même chose en Colombie, grand producteur de café, touché par d'importantes inondations qui ont conduit à des rendements moindres. Cette augmentation des prix touche de nombreuses autres matières premières cultivées en Amérique du Sud, comme le blé, le soja ou le maïs. Une hausse générale des prix alimentaires Les supermarchés français ne sont pas uniquement pessimistes vis-à-vis du café, mais de l'alimentation en général, dont les prix devraient connaître une hausse dans les mois qui viennent. L'Insee prévoit en effet une inflation comprise entre 3,2% et 3,4% entre février et juin. Selon Dominique Amirault, le président de la Fédération des entreprises et entrepreneurs de France qui s'exprimait il y a quelques jours dans le Parisien , « en moyenne, selon les secteurs, les industriels réclament des hausses tarifaires allant de 4 à 7 % » lors des actuelles négociation entre les producteurs et les distributeurs. Pâtes, jus d'orange, beurre, œufs, fruits, légumes... Peu d'aliments seront épargnés. En novembre dernier, le président de Leclerc, Michel-Édouard Leclerc anticipait déjà une augmentation des prix « énorme sur le café et le cacao » . Et en effet, entre janvier 2021 et janvier 2022, les cafés vendus en supermarchés ont en moyenne affiché une hausse de 1,7% de leurs prix, selon les chiffres du panéliste NielsenIQ, relayés par Le Figaro . Et par rapport à septembre dernier, l'augmentation est encore plus importante : +2,6%. Cette hausse touche en premier lieu les cafés des marques distributeurs premier prix (+8% en six mois), puis les marques distributeurs (+4%), et enfin les marques des fabricants (+2%). Mais ces dernières risquent elles aussi de flamber dans les mois à venir, après les négociations entre distributeurs et fournisseurs, qui entendent bien répercuter le coût de l'inflation des matières premières et du transport de leurs produits sur les prix proposés aux grandes surfaces...",https://www.ledauphine.com/economie/2022/02/10/pourquoi-certaines-marques-de-cafe-ont-elles-disparu-des-rayons-d-intermarche
L'Indonésie signe pour l'achat de 6 premiers Rafale sur une commande totale de 42,10 févr. 2022 à 08:02,"L'Indonésie a signé un contrat pour six Rafale dans une commande totale prévue de 42 avions de combat, a annoncé ce jeudi le ministre de la Défense indonésien Prabowo Subianto. « Nous nous sommes mis d'accord pour l'achat de 42 Rafale », avec « un contrat signé (jeudi) pour les six premiers », a-t-il indiqué après une rencontre avec son homologue française Florence Parly à Jakarta. Le plus grand pays d'Asie du Sud-Est n'avait jamais acquis précédemment d'avions de combat français, mais il cherche à diversifier ses alliances et ses fournisseurs d'équipement militaire face à une hausse des tensions en Asie Pacifique entre la Chine et les Etats-Unis. Le contrat s'élève à 8,1 milliards de dollars (près de 7,1 milliards d'euros) pour les 42 avions et leurs armements, selon le ministère français des Armées. La France cherche de son côté à resserrer les liens avec l'Indonésie après avoir vu sa stratégie pour s'affirmer dans l'Asie-Pacifique ébranlée l'an dernier par la rupture soudaine par l'Australie d'un mégacontrat d'achat de sous-marins français et de l'annonce de l'alliance stratégique AUKUS ce pays, les Etats-Unis et le Royaume-Uni. « Le choix que fait l'Indonésie est celui de la souveraineté et de l'excellence technique, avec un avion qui a démontré ses capacités opérationnelles à de nombreuses reprises », a souligné la ministre des Armées Florence Parly3. L'Indonésie dispose d'un équipement vieillissant, essentiellement des F-16 américains et des Sukhoï russes Su-27 et Su-30, et est en négociations avec de multiples partenaires afin de renouveler ses avions de combat. Jakarta négocie en parallèle l'achat d'une trentaine d'avions de combat américains F-15, selon les médias, et participe à un projet de recherche et développement avec la Corée du Sud pour l'avion de combat KF-21. Dassault a connu une année faste en 2021 avec, 18 appareils vendus à la Grèce (dont douze d'occasion), 30 à l'Egypte et 12 d'occasion à la Croatie et une commande record de 80 appareils destinés aux Emirats arabes unis.",https://www.ledauphine.com/economie/2022/02/10/l-indonesie-signe-pour-l-achat-de-6-premiers-rafale-sur-une-commande-totale-de-42
"Macron à Belfort : d'Alstom à General Electric, une stratégie nucléaire à géométrie variable",10 févr. 2022 à 07:30,"À Belfort, les anciens chevènementistes ont gardé le sens de la formule : « Cette visite d’Emmanuel Macron est une double opération de rachat », lâche-t-on au sein de la « Gauche républicaine et socialiste ». Pour ses militants, le président de la... ...pour lire la suite, rejoignez notre communauté d'abonnés et accédez à l'intégralité de nos articles sur le site et l'application mobile à partir de 1 €  le 1er mois, sans engagement de durée",https://www.ledauphine.com/economie/2022/02/10/macron-a-belfort-d-alstom-a-general-electric-une-strategie-nucleaire-a-geometrie-variable
« Le loup ne fera jamais disparaître une espèce qui est une proie »,10 févr. 2022 à 07:30,Vous gardez la possibilité de retirer votre consentement à tout moment en consultant notre politique de protection des données . Gérer mes choix,https://www.ledauphine.com/environnement/2022/02/10/le-loup-ne-fera-jamais-disparaitre-une-espece-qui-est-une-proie
Soldes d'hiver : un bilan très « décevant » pour les commerçants qui demandent des aides,10 févr. 2022 à 06:33,"La généralisation du télétravail en raison du variant Omicron a plombé les soldes d'hiver, qui se sont achevés mardi sur un bilan « décevant » selon des représentants de commerçants, en demande d'aides supplémentaires de la part du gouvernement pour protéger la trésorerie des entreprises. « Ce n'est pas un bon cru. On a cumulé l'ambiance sanitaire qui perdure, le télétravail généralisé qui soustrait des consommateurs dans les villes, et l'éternelle rengaine au fil des saisons comme quoi les soldes perdent de leur valeur en raison des ventes privées et des diverses opérations de promotion », a résumé mercredi Francis Palombi, président de la Confédération des commerçants de France, qui représente les indépendants. Il indique que dans la chaussure et le prêt-à-porter, « la baisse de chiffre d'affaires s'établit entre 20 à 35% » en comparaison avec les périodes similaires « cumulées » de 2019 et 2020. « On a une baisse de 17% du chiffre d'affaires par rapport à 2019 et une chute du trafic en magasin de 28% », renchérit Yohann Petiot, directeur général de l'Alliance du commerce (grands magasins, habillement, chaussure) qui a interrogé avec Retail Int. un panel d'une quarantaine d'enseignes représentatives du marché de l'habillement. Signe que le travail à la maison a pesé, M. Petiot note « une légère augmentation d'activité pour la dernière semaine des soldes » suite à la levée du télétravail obligatoire le 2 février. Ont également joué « l'absence des touristes et les tensions sur le pouvoir d'achat », met en avant la Chambre de commerce et d'industrie de Paris Ile-de-France qui évoque des soldes « décevants » et cite une enquête réalisée auprès de 300 commerçants parisiens selon laquelle pour 40% d'entre eux, les soldes n'ont pas généré de chiffre d'affaires supplémentaire par rapport à un mois normal. Des représentants du secteur devraient être reçus dans quelques jours au ministère de l'Economie et des Finances selon M. Palombi « pour faire un bilan sur les aides ». « Nous réclamons des exonérations fiscales et des mesures pour rallonger les délais de paiement aux fournisseurs. Il n'y a pas que les hôtels, restaurants et les métiers de la nuit, la situation est préoccupante aussi dans nos secteurs », a-t-il dit. « Habituellement janvier est un mois fort qui permet aux enseignes d'écouler leurs stocks et reconstituer leur trésorerie », ajoute M. Petiot, qui demande « la possibilité pour les entreprises qui le souhaitent de pouvoir prolonger la période de remboursement des PGE (prêts garantis par l'Etat) et éviter d'être pris dans un étau de la dette ».",https://www.ledauphine.com/economie/2022/02/10/soldes-d-hiver-un-bilan-tres-decevants-pour-les-commercants-qui-demandent-des-aides
"Andance : Herbier Phylae, la start-up qui “protège les plantes par les plantes”, vient de s’installer dans la commune",10 févr. 2022 à 06:09,"Laurent Strelow, gérant de la start-up créée en 2018, avec son frère Justin, s’est installé depuis peu à Andance, dans les ex-locaux de Savajols le long de la RD86. L’entreprise récupère les principes actifs des... ...pour lire la suite, rejoignez notre communauté d'abonnés et accédez à l'intégralité de nos articles sur le site et l'application mobile à partir de 1 €  le 1er mois, sans engagement de durée",https://www.ledauphine.com/economie/2022/02/09/herbier-phylae-la-start-up-qui-protege-les-plantes-par-les-plantes-vient-de-s-installer-dans-la-commune
La station-service communale dépanne les habitants de la vallée,10 févr. 2022 à 06:06,,https://www.ledauphine.com/economie/2022/02/10/la-station-service-communale-depanne-les-habitants-de-la-vallee
Tous les secteurs économiques repartent sauf l’hôtellerie,10 févr. 2022 à 06:05,"Dans quel état d’esprit se trouvent les chefs d’entreprise après une année 2021 à nouveau bousculée par le Covid-19 et ses variants ? « Ils ont tenu la barque dans une mer agitée » résume Lionel Brunet,... ...pour lire la suite, rejoignez notre communauté d'abonnés et accédez à l'intégralité de nos articles sur le site et l'application mobile à partir de 1 €  le 1er mois, sans engagement de durée",https://www.ledauphine.com/economie/2022/02/10/haute-savoie-tous-les-secteurs-economiques-repartent-sauf-l-hotellerie
Pénurie dans les cafés-restaurants : des chômeurs formés en urgence,10 févr. 2022 à 06:05,"« Les cafetiers et les restaurateurs ne trouvent plus personne ! », lâche Patrice Mounier, président de l’Union des métiers de l’industrie hôtelière du Vaucluse (UMIH 84). Le patron des hôteliers et restaurateurs du département estime entre 2 000 et 3 000 le nombre de postes non-pourvus dans le secteur. La situation est d’autant plus tendue que la vague épidémique du variant Omicron frappe de plein fouet les entreprises. « Depuis janvier, ça... ...pour lire la suite, rejoignez notre communauté d'abonnés et accédez à l'intégralité de nos articles sur le site et l'application mobile à partir de 1 €  le 1er mois, sans engagement de durée",https://www.ledauphine.com/economie/2022/02/09/penurie-dans-les-cafes-restaurants-des-chomeurs-formes-en-urgence
Influenza aviaire dans le Nord-Isère : les éleveurs de volailles restent vigilants,10 févr. 2022 à 06:05,"Les volailles de Florence Rodamel ne pourront toujours pas se déplacer en plein air. Pour cette femme qui élève 12 000 poules pondeuses en bio à Creys-Mépieu avec un associé, la levée des mesures... ...pour lire la suite, rejoignez notre communauté d'abonnés et accédez à l'intégralité de nos articles sur le site et l'application mobile à partir de 1 €  le 1er mois, sans engagement de durée",https://www.ledauphine.com/economie/2022/02/10/influenza-aviaire-dans-le-nord-isere-les-eleveurs-de-volailles-restent-vigilants
Grande Bastide : Grand Corps Malade et le maire de Velleron écrivent à Emmanuel Macron,10 févr. 2022 à 06:05,"Le projet immobilier imaginé par les promoteurs languedociens Hectare et Angelotti sur le site de la Grande Bastide reprendra-t-il un jour ? Plus de deux semaines après la décision prise par le préfet de Vaucluse, Bertrand... ...pour lire la suite, rejoignez notre communauté d'abonnés et accédez à l'intégralité de nos articles sur le site et l'application mobile à partir de 1 €  le 1er mois, sans engagement de durée",https://www.ledauphine.com/environnement/2022/02/10/grande-bastide-grand-corps-malade-et-le-maire-de-velleron-ecrivent-a-emmanuel-macron
Chambéry : les travaux autour de la place des Éléphants finiront le 25 février,10 févr. 2022 à 06:05,"Engins de chantiers, barrières, grillage, tas de terre… C’est un chantier qui ne passe pas inaperçu, en plein cœur de Chambéry et au pied de son emblématique fontaine des Éléphants, s’étendant boulevard de la Colonne et rue Vieille-Monnaie. Vous gardez la possibilité de retirer votre consentement à tout moment en consultant notre politique de protection des données . Gérer mes choix Enedis mène actuellement des travaux, qui devront être terminés vendredi 25 février, afin de libérer les accès lors du carnaval de Chambéry, prévu le samedi 26 février. Suite à des problèmes d’infiltration d’eau dans une descente de garage rue Vieille-Monnaie, l’entreprise de service public (exploitant, modernisant et dépannant le réseau d’électricité en France) a dû procéder au remplacement du tableau moyenne et basse tension (suite au sinistre et aux expertises des assurances). Le terrassement se poursuit cette semaine, avant le déroulage des câbles et travaux divers de finition la semaine prochaine. Des coupures d’électricité sont prévues lundi 21 et mardi 22 février afin de basculer les alimentations des anciens vers les nouveaux câbles et la mise en œuvre des enrobés. « Les riverains et commerces ont été prévenus ainsi que la mairie par courriers, mails ou SMS », assure Enedis. Le coût total de cette opération est de 130 000 €.",https://www.ledauphine.com/economie/2022/02/10/chambery-les-travaux-autour-de-la-place-des-elephants-finiront-le-25-fevrier
Plongez sous la Mer de Glace au cœur d’une centrale hydroélectrique unique,10 févr. 2022 à 06:05,,https://www.ledauphine.com/economie/2022/02/10/plongez-sous-la-mer-de-glace-au-coeur-d-une-centrale-hydroelectrique-unique
"À Bourgoin-Jallieu, les bacs à compost font un tabac",10 févr. 2022 à 06:05,"Les bacs à compost collectifs ont commencé à être installés en juin 2019 à Bourgoin-Jallieu. La ville en compte désormais cinq et d’autres pourraient être mis en place face à la demande en hausse constante. Brigitte Danthon, élue à la démocratie participative à la ville de Bourgoin-Jallieu, nous explique comment fonctionnent ces bacs. Vous gardez la possibilité de retirer votre consentement à tout moment en consultant notre politique de protection des données . Gérer mes choix",https://www.ledauphine.com/environnement/2022/02/10/isere-a-bourgoin-jallieu-les-bacs-a-compost-font-un-tabac
Un nouvel accélérateur d’eau potable inauguré,10 févr. 2022 à 06:04,"Ce lundi 7 février, à 14 h, un nouvel accélérateur d’eau potable a été inauguré par Emmanuel Montagnon, président du syndicat des eaux de Gerbey-Bourrassonnes et Pascal Pillez, 2 e adjoint en charge de la voirie et de l’urbanisme. Trois représentants de l’entreprise Suez qui ont participé au projet ont également assisté à l’inauguration : Florent Lavastre, Jean-Luc Besson et Lionel Fabra. Situé à l’intersection entre la rue des Bruyères et la rue des Clursons, ce nouvel accélérateur viendra combler les lacunes de l’ancien. En effet, étant hors-sol alors que son prédécesseur était enterré, il sera plus facile d’accès et les interventions seront plus sécurisées. Il est également équipé de deux pompes, dans le but d’en avoir une de secours en cas d’incident.",https://www.ledauphine.com/environnement/2022/02/10/isere-assieu-un-nouvel-accelerateur-d-eau-potable-inaugure
La commune dans le palmarès 2022 des villes où il fait bon vivre,10 févr. 2022 à 06:04,"Créée en 2017, l’association des “Villes et villages où il fait bon vivre” a pour objectif de promouvoir les villes et villages où il fait bon vivre, les... ...pour lire la suite, rejoignez notre communauté d'abonnés et accédez à l'intégralité de nos articles sur le site et l'application mobile à partir de 1 €  le 1er mois, sans engagement de durée",https://www.ledauphine.com/environnement/2022/02/09/le-pontet-dans-le-palmares-2022-des-villes-ou-il-fait-bon-vivre
Des traces de castor observées dans les zones humides de Pont-Évêque,10 févr. 2022 à 06:04,"La nouvelle a de quoi réjouir les amoureux de la nature, et ils sont nombreux. Des traces de castor ont été observées, dans les Espaces naturels sensibles de Pont-Évêque. L’histoire débute ce dimanche 6 février. Catherine Piganeau, conseillère... ...pour lire la suite, rejoignez notre communauté d'abonnés et accédez à l'intégralité de nos articles sur le site et l'application mobile à partir de 1 €  le 1er mois, sans engagement de durée",https://www.ledauphine.com/environnement/2022/02/10/isere-des-traces-de-castor-observees-dans-les-zones-humides-de-pont-eveque
La distillerie d’Eyguebelle rachetée par le Savoyard Maison Routin,10 févr. 2022 à 06:02,"C’est effectif depuis fin janvier 2022. La fabrique de sirops et liqueurs d’Eyguebelle , implantée en Drôme provençale depuis plus d’un siècle, et à Valaurie depuis 2006, vient d’être rachetée par Maison Routin-1883. Une entreprise savoyarde, “maître sirupier français depuis 140 ans”. Dans un communiqué, l’acquéreur explique ainsi vouloir “constituer un groupe 100 % Made in France, spécialisé dans les sirops à destination des marchés nationaux et internationaux”. Vous gardez la possibilité de retirer votre consentement à tout moment en consultant notre politique de protection des données . Gérer mes choix",https://www.ledauphine.com/economie/2022/02/10/la-distillerie-d-eyguebelle-rachetee-par-le-savoyard-maison-routin
